Complaint ID,Customer ID,Complaint Text,Category,,,,,
3032,CUST2532,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3033,CUST3537,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
3034,CUST2801,Baggage was missing and I got it after 48 hours without compensation.,Baggage Issues,,,,,
3035,CUST4983,The representative I spoke to was not able to help and was very impatient.,Customer Service,,,,,
3036,CUST7311,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
3037,CUST9078,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
3038,CUST8136,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
3039,CUST6119,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
3040,CUST5039,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
3041,CUST3465,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
3042,CUST3903,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3043,CUST7458,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
3044,CUST6973,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3045,CUST9384,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
3046,CUST3222,Refund claim was closed without informing me.,Refund Issues,,,,,
3047,CUST6979,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
3048,CUST3846,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
3049,CUST8574,Cabin crew were inattentive and food trays were not collected on time.,In-flight Experience,,,,,
3050,CUST4250,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
3051,CUST5868,I was hung up on twice by customer service agents.,Customer Service,,,,,
3052,CUST3926,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
3053,CUST5807,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
3054,CUST9009,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
3055,CUST2392,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
3056,CUST2689,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
3057,CUST3293,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3058,CUST8672,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3059,CUST7204,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
3060,CUST8228,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
3061,CUST1273,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
3062,CUST4666,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
3063,CUST7518,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
3064,CUST9410,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
3065,CUST3733,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
3066,CUST8512,I was hung up on twice by customer service agents.,Customer Service,,,,,
3067,CUST1397,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
3068,CUST7913,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
3069,CUST7319,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
3070,CUST1921,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3071,CUST6400,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
3072,CUST3284,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
3073,CUST2347,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
3074,CUST5638,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3075,CUST6507,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
3076,CUST7349,My luggage was damaged when I collected it from the Air India belt.,Baggage Issues,,,,,
3077,CUST1752,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3078,CUST2782,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
3079,CUST8539,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
3080,CUST2494,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3081,CUST1407,"Even after cancellation, refund status shows as 'in process' for two months.",Refund Issues,,,,,
3082,CUST4976,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3083,CUST2684,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
3084,CUST5681,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
3085,CUST5078,The representative I spoke to was not able to help and was very impatient.,Customer Service,,,,,
3086,CUST3729,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3087,CUST9515,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
3088,CUST4363,I was hung up on twice by customer service agents.,Customer Service,,,,,
3089,CUST7635,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
3090,CUST6215,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
3091,CUST7069,"Even after cancellation, refund status shows as 'in process' for two months.",Refund Issues,,,,,
3092,CUST3480,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3093,CUST9695,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
3094,CUST1703,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
3095,CUST2095,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
3096,CUST3168,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
3097,CUST9720,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
3098,CUST7784,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
3099,CUST3842,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
3100,CUST3903,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
3101,CUST3682,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
3102,CUST8036,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
3103,CUST7741,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
3104,CUST1624,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
3105,CUST3204,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3106,CUST3575,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
3107,CUST8033,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
3108,CUST7329,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
3109,CUST8973,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3110,CUST5622,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3111,CUST7620,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
3112,CUST4665,I applied for a refund but it was rejected without valid reasons.,Refund Issues,,,,,
3113,CUST1149,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
3114,CUST7717,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3115,CUST2248,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
3116,CUST3779,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
3117,CUST2195,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
3118,CUST1690,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
3119,CUST6942,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
3120,CUST6607,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
3121,CUST9206,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
3122,CUST9925,Customer care made me wait on hold for 40 minutes and disconnected.,Customer Service,,,,,
3123,CUST4710,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
3124,CUST4715,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3125,CUST5839,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3126,CUST7411,Cabin crew were inattentive and food trays were not collected on time.,In-flight Experience,,,,,
3127,CUST4721,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
3128,CUST8669,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
3129,CUST9784,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
3130,CUST4410,Baggage was missing and I got it after 48 hours without compensation.,Baggage Issues,,,,,
3131,CUST9036,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3132,CUST9027,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
3133,CUST8738,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
3134,CUST1796,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
3135,CUST3651,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
3136,CUST8654,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
3137,CUST8612,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3138,CUST3461,Refund claim was closed without informing me.,Refund Issues,,,,,
3139,CUST5725,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
3140,CUST9253,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
3141,CUST3936,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
3142,CUST3138,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3143,CUST4453,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3144,CUST4983,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3145,CUST8183,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
3146,CUST3049,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
3147,CUST7802,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
3148,CUST7485,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3149,CUST3931,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3150,CUST4572,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3151,CUST5089,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
3152,CUST7251,My luggage was damaged when I collected it from the Air India belt.,Baggage Issues,,,,,
3153,CUST2505,Flight delay updates were not announced at the airport.,Flight Delay,,,,,
3154,CUST6513,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
3155,CUST1829,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
3156,CUST8216,I applied for a refund but it was rejected without valid reasons.,Refund Issues,,,,,
3157,CUST2347,Flight delay updates were not announced at the airport.,Flight Delay,,,,,
3158,CUST8644,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
3159,CUST4123,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
3160,CUST4422,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3161,CUST9411,I was hung up on twice by customer service agents.,Customer Service,,,,,
3162,CUST5744,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
3163,CUST4891,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
3164,CUST8965,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
3165,CUST9433,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
3166,CUST2224,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
3167,CUST7842,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
3168,CUST9212,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
3169,CUST2803,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3170,CUST5355,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
3171,CUST2722,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3172,CUST5595,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3173,CUST9932,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
3174,CUST9555,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
3175,CUST5188,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3176,CUST1396,"Even after cancellation, refund status shows as 'in process' for two months.",Refund Issues,,,,,
3177,CUST8619,"Even after cancellation, refund status shows as 'in process' for two months.",Refund Issues,,,,,
3178,CUST9945,Customer care made me wait on hold for 40 minutes and disconnected.,Customer Service,,,,,
3179,CUST8564,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3180,CUST3850,Refund was promised on call but never processed.,Refund Issues,,,,,
3181,CUST5783,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
3182,CUST5562,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
3183,CUST9331,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
3184,CUST1330,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
3185,CUST8457,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3186,CUST6115,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
3187,CUST1474,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3188,CUST7002,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
3189,CUST4581,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
3190,CUST8633,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
3191,CUST5628,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
3192,CUST4717,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
3193,CUST3461,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
3194,CUST3009,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
3195,CUST5419,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3196,CUST1331,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
3197,CUST1317,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
3198,CUST3881,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
3199,CUST4632,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
3200,CUST8575,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
3201,CUST3795,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
3202,CUST9677,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
3203,CUST7964,Cabin crew were inattentive and food trays were not collected on time.,In-flight Experience,,,,,
3204,CUST9018,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
3205,CUST2022,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3206,CUST7516,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
3207,CUST6012,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
3208,CUST7764,My luggage was damaged when I collected it from the Air India belt.,Baggage Issues,,,,,
3209,CUST5227,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
3210,CUST4803,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
3211,CUST6683,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
3212,CUST9972,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
3213,CUST1435,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
3214,CUST6653,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
3215,CUST6397,I was hung up on twice by customer service agents.,Customer Service,,,,,
3216,CUST9487,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
3217,CUST9279,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
3218,CUST9109,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
3219,CUST1085,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3220,CUST4756,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
3221,CUST2333,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
3222,CUST8052,Refund was promised on call but never processed.,Refund Issues,,,,,
3223,CUST6667,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
3224,CUST3263,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
3225,CUST1258,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
3226,CUST5051,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
3227,CUST4466,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
3228,CUST3889,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3229,CUST3237,Customer care made me wait on hold for 40 minutes and disconnected.,Customer Service,,,,,
3230,CUST8206,Baggage was missing and I got it after 48 hours without compensation.,Baggage Issues,,,,,
3231,CUST5566,Cabin crew were inattentive and food trays were not collected on time.,In-flight Experience,,,,,
3232,CUST5141,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3233,CUST7401,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
3234,CUST3131,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
3235,CUST5519,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
3236,CUST1371,I was hung up on twice by customer service agents.,Customer Service,,,,,
3237,CUST2521,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
3238,CUST9446,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
3239,CUST7453,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
3240,CUST6697,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
3241,CUST1660,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
3242,CUST6235,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
3243,CUST5364,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
3244,CUST4682,Refund claim was closed without informing me.,Refund Issues,,,,,
3245,CUST3216,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
3246,CUST7437,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
3247,CUST7509,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
3248,CUST2162,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3249,CUST2921,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
3250,CUST7771,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
3251,CUST9122,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
3252,CUST4630,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
3253,CUST1864,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
3254,CUST1063,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3255,CUST1228,"Even after cancellation, refund status shows as 'in process' for two months.",Refund Issues,,,,,
3256,CUST7515,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
3257,CUST7958,Baggage was missing and I got it after 48 hours without compensation.,Baggage Issues,,,,,
3258,CUST1434,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
3259,CUST7153,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
3260,CUST4261,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3261,CUST9430,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
3262,CUST4977,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
3263,CUST3572,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
3264,CUST9306,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
3265,CUST3431,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3266,CUST6543,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
3267,CUST6473,I was hung up on twice by customer service agents.,Customer Service,,,,,
3268,CUST6988,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
3269,CUST4536,My luggage was damaged when I collected it from the Air India belt.,Baggage Issues,,,,,
3270,CUST8018,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
3271,CUST8283,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
3272,CUST2738,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
3273,CUST7560,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
3274,CUST6233,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3275,CUST6262,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
3276,CUST9956,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
3277,CUST5568,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
3278,CUST8222,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
3279,CUST9027,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
3280,CUST3638,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
3281,CUST8822,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
3282,CUST9600,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3283,CUST7376,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
3284,CUST9917,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
3285,CUST6628,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
3286,CUST4848,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
3287,CUST5992,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
3288,CUST8796,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
3289,CUST4725,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
3290,CUST5952,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
3291,CUST9760,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
3292,CUST8807,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
3293,CUST6198,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3294,CUST4889,Baggage was missing and I got it after 48 hours without compensation.,Baggage Issues,,,,,
3295,CUST6560,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
3296,CUST9480,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3297,CUST3614,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
3298,CUST8925,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3299,CUST1724,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3300,CUST9225,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
3301,CUST9809,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
3302,CUST9792,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3303,CUST2806,My luggage was damaged when I collected it from the Air India belt.,Baggage Issues,,,,,
3304,CUST9007,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
3305,CUST4802,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3306,CUST1968,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
3307,CUST7094,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
3308,CUST9225,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
3309,CUST5754,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
3310,CUST2326,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
3311,CUST7100,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
3312,CUST8182,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
3313,CUST2803,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
3314,CUST1941,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3315,CUST2806,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
3316,CUST7019,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
3317,CUST2855,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
3318,CUST6631,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
3319,CUST2811,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
3320,CUST6825,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
3321,CUST8994,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3322,CUST2016,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
3323,CUST2629,I was hung up on twice by customer service agents.,Customer Service,,,,,
3324,CUST4954,I was hung up on twice by customer service agents.,Customer Service,,,,,
3325,CUST6923,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
3326,CUST9400,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
3327,CUST7057,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
3328,CUST6857,I applied for a refund but it was rejected without valid reasons.,Refund Issues,,,,,
3329,CUST6224,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
3330,CUST7466,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
3331,CUST7814,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
3332,CUST8492,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
3333,CUST5793,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
3334,CUST8035,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3335,CUST3580,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
3336,CUST9723,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3337,CUST2361,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
3338,CUST8485,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
3339,CUST6107,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3340,CUST9809,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3341,CUST3266,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
3342,CUST1733,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
3343,CUST4285,"Even after cancellation, refund status shows as 'in process' for two months.",Refund Issues,,,,,
3344,CUST5846,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
3345,CUST6273,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
3346,CUST9776,I was hung up on twice by customer service agents.,Customer Service,,,,,
3347,CUST3648,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
3348,CUST5487,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3349,CUST7473,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
3350,CUST3763,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
3351,CUST7447,I was hung up on twice by customer service agents.,Customer Service,,,,,
3352,CUST3480,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
3353,CUST4782,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
3354,CUST1776,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
